Search Results: 2020 
FIPS code,State,County,Jurisdiction,Jurisdiction Type,Make,Model,Equipment Type,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots
"0110100000","Alabama","Montgomery","Montgomery County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","No",
"0110100000","Alabama","Montgomery","Montgomery County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0110100000","Alabama","Montgomery","Montgomery County","County","Election Systems & Software","DS850","Batch-Fed Optical Scanner","N/A","No","No","No","Yes",
"0110100000","Alabama","Montgomery","Montgomery County","County","KNOWiNK","Poll Pad","Electronic Poll Book","N/A","Yes","No","No","No",
"0110100000","Alabama","Montgomery","Montgomery County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0110300000","Alabama","Morgan","Morgan County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0110300000","Alabama","Morgan","Morgan County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0110300000","Alabama","Morgan","Morgan County","County","KNOWiNK","Poll Pad","Electronic Poll Book","N/A","Yes","No","No","No",
"0110300000","Alabama","Morgan","Morgan County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0110500000","Alabama","Perry","Perry County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0110500000","Alabama","Perry","Perry County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0110500000","Alabama","Perry","Perry County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"0110500000","Alabama","Perry","Perry County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0110700000","Alabama","Pickens","Pickens County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0110700000","Alabama","Pickens","Pickens County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0110700000","Alabama","Pickens","Pickens County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"0110700000","Alabama","Pickens","Pickens County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0110900000","Alabama","Pike","Pike County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0110900000","Alabama","Pike","Pike County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0110900000","Alabama","Pike","Pike County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"0110900000","Alabama","Pike","Pike County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0111100000","Alabama","Randolph","Randolph County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0111100000","Alabama","Randolph","Randolph County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0111100000","Alabama","Randolph","Randolph County","County","KNOWiNK","Poll Pad","Electronic Poll Book","N/A","Yes","No","No","No",
"0111100000","Alabama","Randolph","Randolph County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0111300000","Alabama","Russell","Russell County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0111300000","Alabama","Russell","Russell County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0111300000","Alabama","Russell","Russell County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"0111300000","Alabama","Russell","Russell County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0111700000","Alabama","Shelby","Shelby County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","No",
"0111700000","Alabama","Shelby","Shelby County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0111700000","Alabama","Shelby","Shelby County","County","Election Systems & Software","DS850","Batch-Fed Optical Scanner","N/A","No","No","No","Yes",
"0111700000","Alabama","Shelby","Shelby County","County","KNOWiNK","Poll Pad","Electronic Poll Book","N/A","Yes","No","No","No",
"0111700000","Alabama","Shelby","Shelby County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0111500000","Alabama","St. Clair","St. Clair County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0111500000","Alabama","St. Clair","St. Clair County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0111500000","Alabama","St. Clair","St. Clair County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"0111500000","Alabama","St. Clair","St. Clair County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0111900000","Alabama","Sumter","Sumter County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0111900000","Alabama","Sumter","Sumter County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0111900000","Alabama","Sumter","Sumter County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"0111900000","Alabama","Sumter","Sumter County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0112100000","Alabama","Talladega","Talladega County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0112100000","Alabama","Talladega","Talladega County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0112100000","Alabama","Talladega","Talladega County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"0112100000","Alabama","Talladega","Talladega County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0112300000","Alabama","Tallapoosa","Tallapoosa County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0112300000","Alabama","Tallapoosa","Tallapoosa County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0112300000","Alabama","Tallapoosa","Tallapoosa County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"0112300000","Alabama","Tallapoosa","Tallapoosa County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0112500000","Alabama","Tuscaloosa","Tuscaloosa County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","No",
"0112500000","Alabama","Tuscaloosa","Tuscaloosa County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0112500000","Alabama","Tuscaloosa","Tuscaloosa County","County","Election Systems & Software","DS850","Batch-Fed Optical Scanner","N/A","No","No","No","Yes",
"0112500000","Alabama","Tuscaloosa","Tuscaloosa County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"0112500000","Alabama","Tuscaloosa","Tuscaloosa County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0112700000","Alabama","Walker","Walker County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0112700000","Alabama","Walker","Walker County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0112700000","Alabama","Walker","Walker County","County","KNOWiNK","Poll Pad","Electronic Poll Book","N/A","Yes","No","No","No",
"0112700000","Alabama","Walker","Walker County","County","KNOWiNK","Poll Pad","Electronic Poll Book","N/A","Yes","No","No","No",
"0112700000","Alabama","Walker","Walker County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0112900000","Alabama","Washington","Washington County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0112900000","Alabama","Washington","Washington County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0112900000","Alabama","Washington","Washington County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"0112900000","Alabama","Washington","Washington County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0113100000","Alabama","Wilcox","Wilcox County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0113100000","Alabama","Wilcox","Wilcox County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0113100000","Alabama","Wilcox","Wilcox County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"0113100000","Alabama","Wilcox","Wilcox County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0113300000","Alabama","Winston","Winston County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"0113300000","Alabama","Winston","Winston County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"0113300000","Alabama","Winston","Winston County","County","KNOWiNK","Poll Pad","Electronic Poll Book","N/A","Yes","No","No","No",
"0113300000","Alabama","Winston","Winston County","County","Votem","CastIron","Internet Voting System","N/A","No","No","No","No",
"0500100000","Arkansas","Arkansas","Arkansas County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0500100000","Arkansas","Arkansas","Arkansas County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0500100000","Arkansas","Arkansas","Arkansas County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0500300000","Arkansas","Ashley","Ashley County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0500300000","Arkansas","Ashley","Ashley County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0500300000","Arkansas","Ashley","Ashley County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0500500000","Arkansas","Baxter","Baxter County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0500500000","Arkansas","Baxter","Baxter County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0500500000","Arkansas","Baxter","Baxter County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0500700000","Arkansas","Benton","Benton County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","Yes","No",
"0500700000","Arkansas","Benton","Benton County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0500700000","Arkansas","Benton","Benton County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0500700000","Arkansas","Benton","Benton County","County","Election Systems & Software","DS450","Batch-Fed Optical Scanner","N/A","No","No","No","Yes",
"0500900000","Arkansas","Boone","Boone County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0500900000","Arkansas","Boone","Boone County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0500900000","Arkansas","Boone","Boone County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0501100000","Arkansas","Bradley","Bradley County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","Yes","No",
"0501100000","Arkansas","Bradley","Bradley County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
"0501100000","Arkansas","Bradley","Bradley County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","Yes","No",
"0501300000","Arkansas","Calhoun","Calhoun County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","Yes","Yes",
